@RELATION train

@ATTRIBUTE lines REAL
@ATTRIBUTE words REAL
@ATTRIBUTE tags REAL
@ATTRIBUTE div REAL
@ATTRIBUTE h1 REAL
@ATTRIBUTE h2 REAL
@ATTRIBUTE h3 REAL
@ATTRIBUTE img REAL
@ATTRIBUTE table REAL
@ATTRIBUTE p REAL
@ATTRIBUTE a REAL
@ATTRIBUTE iframe REAL
@ATTRIBUTE keyword {0,1}
@ATTRIBUTE url_change {0,1}
@ATTRIBUTE anti-adblock {TRUE,FALSE}

@DATA
28,1710,59,7,0,0,0,0,0,0,2,5,1,0,FALSE
0,0,1,0,0,0,0,0,0,0,0,0,1,0,TRUE
-1,-66,2,2,0,0,0,0,0,0,0,1,1,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
0,0,-2,0,0,0,0,-1,0,0,10,1,1,0,TRUE
5,-60,1,0,0,0,0,0,0,0,3,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
-9,34,2,-8,0,0,0,0,0,0,0,2,1,0,TRUE
0,0,6,0,0,0,0,0,0,0,0,2,1,0,FALSE
0,0,4,0,0,0,0,0,0,0,0,3,1,0,FALSE
-8,-48,-3,-5,0,0,0,0,0,-1,0,2,1,0,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
-7,604,-17,-5,-1,0,0,-1,0,-4,-2,0,1,0,TRUE
-7,-761,25,6,0,0,0,1,0,0,0,3,0,0,FALSE
0,0,22,11,0,0,0,0,0,0,0,11,0,0,FALSE
987,3405,3194,757,0,5,79,200,0,5,812,13,0,0,TRUE
-4,-22,-7,-21,0,0,0,0,0,-1,-1,-6,0,0,TRUE
5,-10,11,0,0,0,0,4,0,0,4,0,1,0,FALSE
13,42,73,29,0,0,0,4,0,0,2,12,0,0,FALSE
0,0,9,0,0,0,0,0,0,0,0,1,0,0,FALSE
28,121,91,17,7,0,0,10,0,1,15,1,1,0,FALSE
-4,-22,-24,-31,0,0,0,0,0,-1,-1,-11,0,0,TRUE
375,2086,1226,560,1,2,70,76,0,89,252,25,0,1,TRUE
-3,-528,-890,-595,0,0,0,0,0,0,0,6,1,0,FALSE
-4,-55,5,-1,-1,0,0,2,0,-3,0,2,1,0,TRUE
2,-22,22,16,0,0,0,0,0,0,2,7,1,1,TRUE
2,6,18,0,0,0,0,2,0,0,0,6,1,0,FALSE
0,-7,3,0,0,0,0,0,0,0,0,2,0,0,FALSE
-7,-71,-7,-8,-1,0,0,-1,0,-4,0,1,1,0,TRUE
1,2,9,5,0,0,0,0,0,0,0,3,1,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
1,3,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,-16,41,20,0,0,0,0,0,0,3,2,1,0,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,17,0,0,0,0,0,0,0,0,4,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
1,2,2,1,0,0,0,0,0,0,0,0,0,0,FALSE
26,701,85,17,0,1,0,0,0,8,12,10,1,0,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
862,4473,3049,893,1,27,75,161,4,117,539,43,1,0,TRUE
8,1086,62,31,0,0,0,3,0,0,9,3,0,0,FALSE
0,-88,10,0,0,0,0,0,0,0,0,5,0,0,FALSE
0,0,14,-1,0,0,0,0,0,0,0,1,0,0,FALSE
0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
-2,-39,5,1,0,0,0,1,0,0,0,3,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
21,1151,85,55,0,0,0,-3,0,2,-5,7,1,0,FALSE
14,694,63,25,0,0,0,5,0,3,3,7,1,0,FALSE
0,0,3,0,0,0,0,0,0,0,0,2,0,0,FALSE
0,0,11,3,0,0,0,0,0,0,0,6,1,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,12,0,0,0,0,0,0,0,0,3,0,0,FALSE
0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
2,2,11,0,0,0,0,0,0,0,0,0,0,0,FALSE
1,1,7,3,0,0,0,0,0,0,1,2,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
9,689,75,51,0,0,0,7,0,0,13,0,0,0,FALSE
214,171,962,411,0,10,30,27,0,85,82,2,1,0,TRUE
0,0,2,0,0,0,0,0,0,0,0,1,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
-1,-12,6,2,0,0,0,0,0,0,0,-4,1,0,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
563,4554,1706,458,-1,66,20,84,0,93,265,19,1,1,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,4,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
9,27,31,2,0,0,2,2,0,0,4,1,0,0,FALSE
-8,-39,29,7,0,0,0,0,0,0,0,10,0,0,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,-2,0,0,0,0,0,0,0,0,0,1,0,FALSE
-6,48,1,4,0,-1,0,2,0,0,0,5,1,0,TRUE
-3,-18,-10,-2,0,0,0,0,0,0,-2,-1,1,0,TRUE
0,0,-1,0,0,0,0,0,0,0,0,0,0,0,FALSE
-1,-7,10,0,0,0,0,-1,0,0,-1,3,0,0,TRUE
-12,-123,-1,5,0,0,0,-1,0,0,-3,8,1,0,TRUE
129,771,296,42,0,7,4,24,0,28,77,0,0,0,TRUE
0,0,0,0,0,0,0,0,0,0,0,1,1,0,FALSE
0,-2,6,0,0,0,0,0,0,0,0,2,1,0,FALSE
-475,-30632,-2273,-554,-1,-60,-31,-237,0,-7,-619,-9,1,1,FALSE
