1,1:?,FALSE,,0.941
2,1:?,FALSE,,0.941
3,1:?,TRUE,,1
4,1:?,FALSE,,0.941
5,1:?,FALSE,,0.941
6,1:?,FALSE,,0.941
7,1:?,FALSE,,0.941
8,1:?,FALSE,,0.941
9,1:?,FALSE,,0.941
10,1:?,FALSE,,0.941
11,1:?,FALSE,,0.941
12,1:?,FALSE,,0.941
13,1:?,FALSE,,0.941
14,1:?,FALSE,,0.941
15,1:?,FALSE,,0.941
16,1:?,FALSE,,0.941
17,1:?,FALSE,,0.941
18,1:?,FALSE,,0.875
19,1:?,FALSE,,0.941
20,1:?,FALSE,,0.941
21,1:?,FALSE,,0.941
22,1:?,FALSE,,0.941
23,1:?,FALSE,,0.941
24,1:?,FALSE,,0.941
25,1:?,FALSE,,0.941
26,1:?,FALSE,,0.941
27,1:?,FALSE,,0.941
28,1:?,FALSE,,0.941
29,1:?,FALSE,,0.941
30,1:?,FALSE,,0.941
31,1:?,FALSE,,0.941
32,1:?,TRUE,,1
33,1:?,FALSE,,0.941
34,1:?,FALSE,,0.941
35,1:?,FALSE,,0.941
36,1:?,FALSE,,0.941
37,1:?,FALSE,,0.941
38,1:?,FALSE,,0.941
39,1:?,TRUE,,0.875
40,1:?,FALSE,,0.941
41,1:?,FALSE,,0.941
42,1:?,FALSE,,0.941
43,1:?,FALSE,,0.941
44,1:?,FALSE,,0.941
45,1:?,FALSE,,0.941
46,1:?,FALSE,,0.941
47,1:?,FALSE,,0.941
48,1:?,FALSE,,0.941
49,1:?,FALSE,,0.941
50,1:?,FALSE,,0.941
51,1:?,FALSE,,0.941
52,1:?,FALSE,,0.941
53,1:?,FALSE,,0.941
54,1:?,FALSE,,0.941
55,1:?,FALSE,,0.941
56,1:?,FALSE,,0.941
57,1:?,FALSE,,0.941
58,1:?,FALSE,,0.941
59,1:?,FALSE,,0.941
60,1:?,FALSE,,0.941
61,1:?,FALSE,,0.941
62,1:?,FALSE,,0.941
63,1:?,FALSE,,0.941
64,1:?,FALSE,,0.846
65,1:?,FALSE,,0.941
66,1:?,FALSE,,0.941
67,1:?,FALSE,,0.941
68,1:?,FALSE,,0.941
69,1:?,FALSE,,0.875
70,1:?,FALSE,,0.941
71,1:?,FALSE,,0.941
72,1:?,FALSE,,0.941
73,1:?,FALSE,,0.941
74,1:?,FALSE,,0.941
75,1:?,FALSE,,0.941
76,1:?,FALSE,,0.941
77,1:?,FALSE,,0.941
78,1:?,FALSE,,0.941
79,1:?,FALSE,,0.941
80,1:?,FALSE,,0.941
81,1:?,FALSE,,0.941
82,1:?,FALSE,,0.941
83,1:?,FALSE,,0.769
84,1:?,FALSE,,0.941
85,1:?,FALSE,,0.941
86,1:?,TRUE,,1
87,1:?,FALSE,,0.941
88,1:?,FALSE,,0.941
89,1:?,FALSE,,0.941
90,1:?,FALSE,,0.941
91,1:?,FALSE,,0.941
92,1:?,FALSE,,0.941
93,1:?,FALSE,,0.941
94,1:?,FALSE,,0.941
95,1:?,FALSE,,0.941
96,1:?,FALSE,,0.941
97,1:?,FALSE,,0.941
98,1:?,FALSE,,0.941
99,1:?,FALSE,,0.941
100,1:?,FALSE,,0.941
101,1:?,FALSE,,0.941
102,1:?,FALSE,,0.941
103,1:?,FALSE,,0.941
104,1:?,FALSE,,0.941
105,1:?,FALSE,,0.941
106,1:?,FALSE,,0.941
107,1:?,FALSE,,0.941
108,1:?,FALSE,,0.941
109,1:?,FALSE,,0.941
110,1:?,FALSE,,0.941
111,1:?,FALSE,,0.941
112,1:?,TRUE,,1
113,1:?,FALSE,,0.941
114,1:?,FALSE,,0.941
115,1:?,FALSE,,0.941
116,1:?,FALSE,,0.941
117,1:?,FALSE,,0.941
118,1:?,FALSE,,0.941
119,1:?,FALSE,,0.875
120,1:?,FALSE,,0.941
121,1:?,FALSE,,0.941
122,1:?,FALSE,,0.941
123,1:?,FALSE,,0.941
124,1:?,FALSE,,0.941
125,1:?,FALSE,,0.941
126,1:?,FALSE,,0.875
127,1:?,FALSE,,0.941
128,1:?,FALSE,,0.941
129,1:?,FALSE,,0.941
130,1:?,FALSE,,0.941
131,1:?,FALSE,,0.941
132,1:?,FALSE,,0.941
133,1:?,FALSE,,0.875
134,1:?,FALSE,,0.941
135,1:?,FALSE,,0.941
136,1:?,FALSE,,0.941
137,1:?,FALSE,,0.941
138,1:?,FALSE,,0.941
139,1:?,FALSE,,0.941
140,1:?,FALSE,,0.941
141,1:?,FALSE,,0.941
142,1:?,FALSE,,0.941
143,1:?,FALSE,,0.941
144,1:?,FALSE,,0.941
145,1:?,FALSE,,0.941
146,1:?,FALSE,,0.846
147,1:?,FALSE,,0.941
148,1:?,FALSE,,0.941
149,1:?,FALSE,,0.941
150,1:?,FALSE,,0.941
151,1:?,TRUE,,0.667
152,1:?,FALSE,,0.941
153,1:?,FALSE,,0.941
154,1:?,FALSE,,0.941
155,1:?,FALSE,,0.941
156,1:?,FALSE,,0.941
157,1:?,FALSE,,0.941
158,1:?,FALSE,,0.941
159,1:?,FALSE,,0.941
160,1:?,FALSE,,0.941
161,1:?,FALSE,,0.941
162,1:?,FALSE,,0.941
163,1:?,FALSE,,0.941
164,1:?,FALSE,,0.941
165,1:?,FALSE,,0.875
166,1:?,FALSE,,0.941
167,1:?,FALSE,,0.941
168,1:?,FALSE,,0.941
169,1:?,FALSE,,0.941
170,1:?,FALSE,,0.875
171,1:?,FALSE,,0.941
172,1:?,FALSE,,0.941
173,1:?,FALSE,,0.941
174,1:?,TRUE,,0.972
175,1:?,FALSE,,0.941
176,1:?,FALSE,,0.941
177,1:?,FALSE,,0.941
178,1:?,FALSE,,0.941
179,1:?,FALSE,,0.875
180,1:?,FALSE,,0.941
181,1:?,FALSE,,0.941
182,1:?,FALSE,,0.941
183,1:?,FALSE,,0.941
184,1:?,FALSE,,0.941
185,1:?,FALSE,,0.941
186,1:?,FALSE,,0.941
187,1:?,FALSE,,0.941
188,1:?,FALSE,,0.941
189,1:?,FALSE,,0.941
190,1:?,FALSE,,0.941
191,1:?,FALSE,,0.941
192,1:?,FALSE,,0.941
193,1:?,FALSE,,0.941
194,1:?,FALSE,,0.941
195,1:?,FALSE,,0.941
196,1:?,FALSE,,0.941
197,1:?,FALSE,,0.941
198,1:?,FALSE,,0.941
199,1:?,FALSE,,0.875
200,1:?,FALSE,,0.941
201,1:?,FALSE,,0.941
202,1:?,FALSE,,0.941
203,1:?,FALSE,,0.941
204,1:?,FALSE,,0.941
205,1:?,FALSE,,0.941
206,1:?,FALSE,,0.941
207,1:?,FALSE,,0.941
208,1:?,FALSE,,0.941
209,1:?,FALSE,,0.941
210,1:?,FALSE,,0.941
211,1:?,FALSE,,0.941
212,1:?,FALSE,,0.941
213,1:?,FALSE,,0.941
214,1:?,FALSE,,0.941
215,1:?,FALSE,,0.941
216,1:?,FALSE,,0.941
217,1:?,FALSE,,0.941
218,1:?,TRUE,,1
219,1:?,FALSE,,0.941
220,1:?,TRUE,,1
221,1:?,FALSE,,0.941
222,1:?,FALSE,,0.941
223,1:?,FALSE,,0.941
224,1:?,FALSE,,0.941
225,1:?,FALSE,,0.941
226,1:?,FALSE,,0.941
227,1:?,FALSE,,0.941
228,1:?,FALSE,,0.941
229,1:?,FALSE,,0.941
230,1:?,FALSE,,0.941
231,1:?,FALSE,,0.941
232,1:?,FALSE,,0.941
233,1:?,FALSE,,0.941
234,1:?,FALSE,,0.941
235,1:?,FALSE,,0.941
236,1:?,TRUE,,0.972
237,1:?,FALSE,,0.941
238,1:?,TRUE,,0.972
239,1:?,FALSE,,0.875
240,1:?,FALSE,,0.941
241,1:?,FALSE,,0.941
242,1:?,FALSE,,0.941
243,1:?,FALSE,,0.941
244,1:?,FALSE,,0.941
245,1:?,FALSE,,0.941
246,1:?,FALSE,,0.941
247,1:?,FALSE,,0.941
248,1:?,FALSE,,0.941
249,1:?,TRUE,,0.75
250,1:?,FALSE,,0.941
251,1:?,FALSE,,0.941
252,1:?,FALSE,,0.941
253,1:?,FALSE,,0.941
254,1:?,FALSE,,0.941
255,1:?,FALSE,,0.941
256,1:?,FALSE,,0.941
257,1:?,FALSE,,0.941
258,1:?,FALSE,,0.941
259,1:?,FALSE,,0.941
260,1:?,FALSE,,0.941
261,1:?,FALSE,,0.941
262,1:?,FALSE,,0.941
263,1:?,FALSE,,0.941
264,1:?,FALSE,,0.941
265,1:?,FALSE,,0.941
266,1:?,FALSE,,0.941
267,1:?,FALSE,,0.941
268,1:?,FALSE,,0.941
269,1:?,FALSE,,0.941
270,1:?,FALSE,,0.875
271,1:?,FALSE,,0.941
272,1:?,FALSE,,0.941
273,1:?,FALSE,,0.941
274,1:?,FALSE,,0.941
275,1:?,FALSE,,0.941
276,1:?,FALSE,,0.941
277,1:?,FALSE,,0.941
278,1:?,FALSE,,0.941
279,1:?,FALSE,,0.941
280,1:?,FALSE,,0.875
