site,lines,words,tags,div,h1,h2,h3,img,table,p,a,iframe,keyword,url_change,cosine_similarity,Anti-Adblock
Google.de,6,47,18,11,0,0,0,1,0,0,0,-1,0,1
Google.com,6,47,18,11,0,0,0,1,0,0,0,-1,0,1
Youtube.com,5,120,85,25,0,0,2,0,0,0,0,0,1,0
Facebook.com,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Wikipedia.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ebay-kleinanzeigen.de,-1,-7,8,0,0,0,0,0,0,0,0,6,0,0
Ok.ru,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Web.de,57,1510,138,33,0,0,0,-5,0,1,-2,13,0,0
Instagram.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mail.ru,6,1238,22,6,0,0,0,3,0,0,1,2,0,0
Gmx.net,62,1474,145,34,0,0,0,-5,0,1,-2,13,0,0
Twitter.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yahoo.com,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Paypal.com,0,3,0,0,0,0,0,0,0,0,0,0,0,0
T-online.de,-13,-80,-43,-14,0,0,0,-5,0,0,-7,4,0,0
Yandex.ru,0,31,1,0,0,0,0,0,0,0,0,0,0,0
Livejasmin.com,-1,-3,-6,0,0,0,0,0,0,0,0,0,0,0
Pornhub.com,-8,-27,-10,-3,0,0,0,0,0,0,-1,3,1,0
Spiegel.de,6,-326,48,19,0,0,0,3,0,-4,0,10,1,0
Google.com.ua,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Google.ru,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bild.de,656,3573,2263,399,-1,34,89,240,0,65,440,1,1,1
Bing.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zdf.de,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Txxx.com,-1,-4,2,1,0,0,0,0,0,0,0,1,1,0
Chip.de,2,12,-16,-1,0,0,0,3,0,0,0,-3,1,0
Whatsapp.com,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Focus.de,1,-1272,40,5,0,0,0,5,0,0,-1,7,1,0
Otto.de,-1,-1,-1,-3,0,0,0,0,0,1,0,2,0,0
Welt.de,-3,-27,-4,17,0,0,0,-1,0,0,-5,0,1,0
Wetter.com,33,1610,59,-5,0,0,-1,-3,0,0,-1,7,1,0
Tumblr.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile.de,13,106,27,5,0,0,0,1,0,0,1,3,0,0
Microsoft.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhl.de,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xvideos.com,10,50,19,2,0,0,0,1,0,3,3,0,0,0
Msn.com,0,-9,0,0,0,0,0,0,0,0,0,0,1,0
Bahn.de,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Booking.com,2,1,10,3,0,0,0,0,0,1,1,0,0,0
Aliexpress.com,20,48,60,28,0,0,0,5,0,0,6,-2,0,0
Idealo.de,0,30,1,0,0,0,0,0,0,0,0,0,0,0
Pinterest.de,0,-115,0,0,0,0,0,0,0,0,0,0,1,0
Github.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wordpress.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Youporn.com,-6,-19,2,4,0,0,0,0,0,0,0,2,1,0
1und1.de,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
Wetteronline.de,-3,565,-18,-12,0,0,0,-7,0,0,0,2,1,0
Heise.de,0,0,256,0,0,0,0,-89,0,0,0,1,0,0
Sportschau.de,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaturbate.com,107,310,166,27,0,0,0,9,0,0,67,4,0,0
Tagesschau.de,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zeit.de,37,4336,99,25,0,0,0,0,0,0,0,8,0,0
Bs.to,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deutsche-bank.de,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imdb.com,2,15,3,0,0,0,0,0,0,0,1,0,0,0
Rambler.ru,35,-627,165,52,0,0,0,4,0,0,26,10,1,0
Stackoverflow.com,-9,-25,-35,-7,0,-2,0,-2,0,0,-2,2,0,0
Wetter.de,11,628,77,28,0,0,0,3,0,1,4,18,1,0
Vodafone.de,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sueddeutsche.de,1448,9767,3830,916,-3,39,58,295,0,120,508,14,1,1
Gutefrage.net,-4,-248,-3,0,0,0,0,0,0,1,0,0,0,0
Faz.net,30,2909,85,16,0,0,0,0,0,-10,-1,9,1,0
Hclips.com,0,-6,9,0,0,0,0,0,0,0,0,0,1,0
Computerbild.de,2,13,36,11,0,0,0,2,0,0,0,7,0,0
Ing-diba.de,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mediamarkt.de,7,-35,10,4,0,0,0,-2,0,-2,4,0,1,0
Shop-apotheke.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N-tv.de,42,581,198,84,0,0,0,32,0,1,3,20,0,0
Xing.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kicker.de,-4,-23,-12,-8,0,0,0,-4,0,0,0,7,0,0
Imgur.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ardmediathek.de,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xnxx.com,10,50,22,2,0,0,0,2,0,3,4,0,0,0
Upornia.com,-5,-108,-9,-3,0,0,0,0,0,0,0,3,1,0
Check24.de,-1,-10,-3,-2,0,0,0,0,0,0,0,0,0,0
Adobe.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apple.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bongacams.com,0,0,20,-9,0,0,0,0,0,0,-2,0,0,0
Redtube.com,0,5,5,0,0,0,0,0,0,0,0,2,1,0
Autoscout24.de,-1,-3,-5,-2,0,0,0,0,0,0,0,1,1,0
Dkb.de,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lidl.de,6,16,7,0,0,0,0,0,0,0,0,0,0,0
Vice.com,0,0,12,3,0,0,0,0,0,0,0,4,0,0
Rt.com,1,24,3,0,0,0,0,0,0,1,0,3,0,0
Dropbox.com,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
Hotmovs.com,0,0,3,1,0,0,0,3,0,0,3,-3,1,0
Mydealz.de,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Leo.org,0,0,2,0,0,0,0,0,0,0,0,1,1,0
Stern.de,2,369,139,28,0,0,2,42,0,0,1,26,0,0
Chefkoch.de,16,257,110,23,0,0,2,9,0,4,6,21,0,0
Freenet.de,1,114,85,52,0,0,0,14,0,0,13,9,0,0
Duden.de,0,2,8,0,0,0,0,0,0,0,0,5,0,0
Zalando.de,0,0,-4,-1,0,0,0,0,0,0,0,0,0,0
Duckduckgo.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Livejournal.com,-2,1011,50,64,0,0,-1,-1,0,0,-5,2,1,0
Office.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soundcloud.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kicktipp.de,0,0,7,5,0,0,0,0,0,0,0,3,0,0
Openload.co,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daserste.de,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Convert2mp3.net,0,0,2,0,0,0,0,0,0,0,0,1,0,0
S.to,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9gag.com,-24,236,-101,-21,-2,0,-5,-7,0,-4,-40,0,0,0
Comdirect.de,0,0,-13,-9,0,0,0,-4,0,0,0,0,0,0
Mozilla.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aol.com,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Startpage.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikea.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ard.de,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filecrypt.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shein.com,-1,-7,3,1,0,0,0,0,0,0,0,2,0,0
Vimeo.com,0,4,-5,-1,0,0,0,0,0,0,0,0,0,0
Vivo.sx,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hdzog.com,14,424,48,40,0,0,0,0,0,0,6,1,1,0
Bbc.com,1,15,3,0,0,0,0,0,0,1,0,3,0,0
Bet365.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Outbrain.com,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Oath.com,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Giga.de,0,0,35,10,0,0,0,0,0,0,0,12,0,0
Steampowered.com,-2,3,5,-2,0,0,0,0,0,0,0,0,0,0
Aparat.com,0,-3,0,0,0,0,0,0,0,0,0,0,0,0
Spotify.com,3,16,11,0,0,0,0,0,0,0,0,1,0,0
Sportmail.ru,49,1863,184,41,0,0,0,23,0,0,43,1,0,0
Steamcommunity.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exoclick.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kinox.to,6,1240,45,30,0,0,0,3,0,0,12,0,1,0
Immowelt.de,0,0,-1,0,0,0,0,0,0,0,0,2,0,0
Mydirtyhobby.com,-38,-91,-84,-33,0,0,0,-1,0,-6,-6,0,0,0
Bonprix.de,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linguee.de,53,236,93,19,0,0,0,0,0,0,0,4,0,0
Deviantart.com,-7,-35,-22,-6,0,0,0,-2,0,0,-3,1,0,0
Amazonaws.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Popads.net,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pornq.com,-1,-6,-2,0,0,0,0,0,0,0,0,0,1,0
Lenta.ru,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Meinestadt.de,-3,-15,-3,-6,0,0,0,-3,0,0,0,3,0,0
Streamcloud.eu,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sputniknews.com,0,0,7,0,0,0,0,3,0,0,3,1,0,0
Deutschepost.de,3,-9,4,0,0,0,0,0,0,-1,0,0,0,0
Saturn.de,12,12,22,2,0,0,0,0,0,0,3,3,1,0
Hm.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goldesel.to,4,40,27,2,0,0,0,3,0,0,4,0,0,0
Motor-talk.de,-9,-137,-26,-9,0,0,0,-10,0,0,-2,4,1,0
Stackexchange.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripadvisor.de,0,-199,-2,-1,0,0,0,0,0,0,0,0,1,0
Tagesspiegel.de,10,68,36,18,0,0,0,-2,0,0,0,8,1,0
Ecosia.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real.de,26,-56,10,10,0,0,0,-1,0,0,0,0,0,0
Sport1.de,-4,-6,-4,0,0,0,0,0,0,0,0,0,1,0
Tipico.de,0,0,5,1,0,0,0,1,0,0,0,3,0,0
Seasonvar.ru,1,338,-27,0,0,0,0,1,0,0,1,1,0,0
Holidaycheck.de,42,363,108,22,0,0,0,6,0,0,12,7,0,0
Finanzen.net,2,-225,10,-2,0,0,0,-5,0,0,1,6,1,0
Beeg.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Markt.de,-1,13,33,11,0,0,0,1,0,0,0,9,0,0
Olx.ua,-1,7,5,-3,0,0,0,0,0,0,3,-2,1,0
Share-online.biz,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yourporn.sexy,30,1268,125,80,0,0,0,2,0,0,10,2,1,0
Dw.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gamestar.de,6,35,9,0,0,0,0,0,0,0,2,1,1,0
Google.com.tr,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joyclub.de,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ria.ru,31,1156,139,4,0,0,0,5,2,0,22,2,1,0
Tvnow.de,5,110,35,5,0,0,0,0,0,0,0,10,0,0
Pcwelt.de,5,341,38,22,0,0,0,2,0,0,3,7,1,0
Computerbase.de,3,19,-10,2,0,0,0,2,0,0,0,-3,0,0
Doublepimpssl.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0
